bh-coords,bh-region,bh-system,ex-coords,ex-region,ex-system
0869:007E:07F9:0079,Anbottut Cluster,Akhopy-Ikam,07F2:0082:0857:0077,Rotveli,Enxial
086B:007E:0164:0079,Grebit Cloud,Edhola-Lask V,0253:0082:04AF:000C,Epitasa Cloud,Uffiksyo
086D:007C:0895:0079,Viltame Terminus,Jatarkk,078F:007C:0780:0071,The Arm of Edpard,Xandalm
086D:007C:0BFB:0079,Nisleberm Void,Iidera,09A6:0080:0B94:0057,Nisleberm Void,Iidera
086D:0081:09C7:0079,Nuysnat Fringe,Topkind-Fabe,063E:007F:07C6:0074,Nanodam Cluster,Lahjor
0870:0080:0166:0079,Cecerks Spur,Uwajim XI,0A3D:007C:0E27:0053,Dafuyddi Mass,Stnesk-Uzan XIX
0872:007F:0842:0079,Cicelioth,Sagnadjac,0804:007E:0873:0075,Cicelioth,Sagnadjac
0872:007F:0AAB:0079,Wapitja,Hongagqo,05BD:007E:069D:005B,Yumiutii,Grunde-Odo
0878:007D:08E1:0079,The Arm of Uriusa,Uktashawa,08CE:007C:0785:006C,Lieldon,Urumqi
087A:007D:0679:0079,Lidreks Conflux,Dushki-Goyod X,085F:007C:097C:005F,Lidreks Conflux,Dushki-Goyod X
087A:0083:0802:0079,Piazza Anomaly,Katari-Mol,0869:007E:07F9:0074,Anbottut Cluster,Huriys-Iaq
087D:0080:033F:0079,Qinughs Boundary,Ewhave-Nagwu III,0829:0081:034A:0070,Qinughs Boundary,Ewhave-Nagwu III
087E:0081:07CF:0079,Essmanga Shallows,Imejig,078C:0080:07E0:0072,Enquneli Boundary,Nahaya
087F:0083:09B0:0079,Cuyonoh Adjunct,Nochepet,0665:007C:076B:0056,Pegortesiw Conflux,Frayset-Sicen VIII
0883:007B:07BC:0079,Metula Shallows,Nilwauk,0871:0080:0840:0073,Metula Shallows,Nilwauk
0883:0081:026A:0079,Daskyer Band,Vaikhe,0D3B:007C:09D4:0040,Ligicht Conflux,Megaur XIII
0888:0081:0C15:0079,Lairyu Cluster,Deratar-Ogri,0513:0082:0AD0:0058,Sea of Mocorak,Fiklagf
088B:0081:0D3B:0079,Yawakon Conflux,Uginok XII,0CD8:007C:09E6:001F,Azquec.,Wujinxia
088C:0081:0E84:0079,Voyssal Anomaly,Ukidium XVII,0D7A:0082:0B75:003E,Ezaten Shallows,Ukidium XVII
088D:007D:0C11:0079,Avguin Shallows,Bessourni,0C04:0082:0791:0066,Irbeyfilt Adjunct,Zovetl
088D:007F:01D4:0079,Layonop Expanse,Eltoft III,0852:0082:01DD:0010,Eaexack Expanse,Waneggw
088E:007F:0867:0079,Oethen Void,Giyevka,078D:007F:078F:0071,Sacryoszc,Fangel
088F:007D:0EEB:0079,Codosh Sector,Yerrhea I,0C22:007B:0280:0077,Yukall Fringe,Okachi-Ibeiz
0890:007E:07A4:0079,Weneste Mass,Otrenbur,0765:007F:080C:0077,Obboywi Boundary,Atushan-Derac
0893:007C:092D:0079,Gikalay Terminus,Vomono,0906:007D:0749:006D,Huukesme Band,Rocangy-Roza
0899:007D:060F:0079,Wotyai Void,Gobori-Oda,0995:0081:06D5:0056,Fatecha Band,Opuscus
0899:007F:0BC0:0079,Priayay Adjunct,Viceriar III,0B8F:007F:0923:0041,Inayik Terminus,Sagoenla
089A:007D:0AC9:0079,Uiquetz Anomaly,Vundarg III,0A6B:007C:0962:0059,The Arm of Uxforra,Jimina XV
089A:007F:0DD9:0079,Remerunsz Cluster,Yesolhe-Retmo,0B64:007B:0341:0009,Udikols,Obidet
089E:0083:08AF:0079,Alroyo Shallows,Ekumsk,08BB:007E:078C:0077,Sahari,Qudoij
08A0:007C:0863:0079,Alasdo Instability,Etangqi,083D:0081:08A0:0072,Hipperaha Terminus,Nutsevoikh
08A3:0083:024E:0079,Yissongas Spur,Isblads-Rani XV,028A:0080:098E:000B,The Arm of Ruvaramstr,Alplan-Syc IX
08A4:0080:0035:0079,Owpeac,Dugramf,0FC2:0082:0825:000E,Ildrumb Sector,Arnarto XVIII
08A4:0083:059B:0079,Lozerbe Band,Aowum-Iluko,05A5:007E:0776:005D,Lozerbe Band,Aowum-Iluko
08A6:007E:08BE:0079,Urhengh Expanse,Iotaru,089E:0082:08AF:006A,Fateris,Zaifug-Inbe IX
08A6:0082:06E5:0079,Towarak Expanse,Bigrinca,06E1:007E:0879:0070,Yechelog Boundary,Viliaiut
08A9:007E:098B:0079,Enizet Fringe,Yunakhu-Euna,0807:007D:099D:0074,Enizet Fringe,Yunakhu-Euna
08A9:0080:02BA:0079,Asbacin Cluster,Podderzh IX,0569:007E:036B:001A,Exblad Adjunct,Allisab-Nukok
08AA:0082:0788:0079,Vudeywot Instability,Wuchaos,08B6:0081:0838:006C,Vudeywot Instability,Wuchaos
08AB:007D:0D8C:0079,Buthelt Fringe,Aucnani-Ivnos,0291:0082:0906:006B,Tunarybi Boundry,Nasfris III
08AB:007F:0718:0079,Juenebdje Instability,Zuyevoy,08FF:007E:07A4:0064,Potsle Terminus,Oicang-Ripl XI
08B0:0080:08E2:0079,Gonutedt Quadrant,Hadanka,08B1:0082:08CB:0072,Erlind,Aryand
08B0:0081:09D3:0079,Reckolasta Band,Kiptone,0794:007F:0627:006D,Reckolasta Band,Kiptone
08B1:0083:08CB:0079,Sea of Tupage,Nisbro-Hau,08A6:007E:08BE:0072,Urhengh Expanse,Nabergula
08B6:0079:0ED7:0079,Zihouto Conflux,Sairoug-Evur,0C11:007D:0287:006C,Rebehoon Cluster,Gronberi
08B7:0081:0876:0079,Ewperghaz Conflux,Nahemed!,0794:0081:08AB:0070,Kadasae,Nuqungolin I
08B8:0079:0ED6:0079,Hogreimec Cluster,Izelskomp IX,0810:0080:012C:001C,Ledemal Expanse,Vetten-Kuw
08B8:0080:0836:0079,Riqueneff Adjunct,Tulugan-Fajo XVIII,0769:0082:07A2:006E,Riqueneff Adjunct,Tulugan-Fajo XVIII
08BA:007E:078C:0079,Udnirul,Liykiskar,0742:0080:07B4:0069,Omchum Terminus,Ujercuer
08BA:007E:0852:0079,Numini,Panning,078A:007C:0892:0070,Ovyevi Anomaly,Uolindv XVII
08BE:007D:0DED:0079,Leafit,Izawat VI,0945:0081:0239:0061,Eudoaril Instability,Izawat VI
08C1:0081:06EA:0079,Foflets Terminus,Osengi,07B5:007C:0938:0064,Afiona,Plavlia-Aio
08C1:0081:07C7:0079,Eototay Sector,Umdoimain,07AB:0082:075A:0070,Sea of Debohrid,Athonoeg
08C5:0083:0ABC:0079,Reclainle Anomaly,Igawaguc XIV,06D9:0080:0575:004A,Natcha Fringe,Saotom-Ugyu
08C6:007D:07BB:0079,Sea of Grabruc,Ibaykal-Uqua IV,074C:0083:0849:0071,Aucurle Fringe,Isanhot-Oak V
08C7:007D:0881:0079,Edshur Mass,Ewcosse-Ufen,0755:0081:0771:0077,Yenangl Cloud,Ikeynth-Uixi
08C9:0081:0E8F:0079,Iipirtle Adjunct,Utgael-Turne,0C2E:0081:02F4:0043,Yermane Quadrant,Utgael-Turne
08CB:007D:0528:0079,Iaurua,Vuodave-Edr,07BA:007F:0AE0:0040,Bigngel Spur,Nadoga-Taya
08CE:007C:0785:0079,Lieldon,Yiwulan VI,0795:007D:08C4:006B,Rudhrut Boundary,Birovot
08CE:0082:0439:0079,Pawlikho Mass,Lesspor-Ogni,05DB:0083:04DC:004F,The Arm of Ootazi,Iiyakoj XI
08CF:0081:0206:0079,Sea of Aavoissy,Usumzomed XVII,0CBA:007C:045C:0045,The Arm of Idwend,Noozybikov V
08D1:0080:05AC:0079,Zetajax Void,Lefkad,0A1A:007F:0925:0077,Kurumm Cloud,Leywoole
08D3:007E:08BF:0079,Tamanti Conflux,Rydesud-Eru,06F3:007D:07E2:0075,Tamanti Conflux,Rydesud-Eru
08D3:0080:0B3D:0079,Cociald Cluster,Frumgil-Agmo,0857:0082:0B43:0058,Ekkoli Instability,Tevennit XV
08D6:007D:0863:0079,Lectese,Iakuldi,08B8:0082:0877:0068,Ebatov Void,Gerfielde XII
08D7:007C:09EB:0079,Zihnelae,Tomuudei XIII,07D7:007D:0A06:0066,Yanyanek Nebula,Annottur XVI
08DA:007F:0BCA:0079,Mivubac Expanse,Kederber,091F:007D:0456:003C,Pomenhild Cloud,Zigats-Sephe
08DB:0080:03E7:0079,Hezato Cloud,Apleybur,03EB:0083:076C:0065,Deptaci Instability,Velovos
08DD:0081:08CB:0079,Iharra Mass,Haplyovsk,08D2:007D:08BD:0078,Iharra Mass,Haplyovsk
08DE:0082:0E2C:0079,Wifelevski Nebula,Sochasav VI,0A3F:007D:023D:001F,The Arm of Noumien,Havacl XVII
08E1:0081:0789:0079,Nagjelm,Retneya,08D7:007D:0864:006A,Gamiumf Cluster,Yemnacr Il
08E5:007D:0E97:0079,Hetunhau,Uasters-Ogkam,024C:007C:0B54:0004,Plefsc Void,Shuyarasa
08E6:0081:0847:0079,Izzona Conflux,Honjot-Hudz VIII,0726:007C:083C:006B,Unnrou Anomaly,Kabira-ivi
08E7:007C:0472:0079,Molial Anomaly,Iheudu-Amx,0B83:0080:08CA:0042,Racadyavs,Okinom
08E7:007F:07AF:0079,Oibnize Boundary,Dazawa,071E:007D:0826:006D,Ihojian Instability,Tishetsk
08E8:007D:0604:0079,Zedikir Expanse,Enyang,0861:007F:05EA:006A,Zedikir Expanse,Enyang
08EB:0078:0138:0079,Sea of Wisham,Ebskada,0136:0082:07EB:0024,Hethet Sector,Slisan
08EB:0078:0139:0079,Iltyoso.,Drovsky,04E9:0080:01F7:0051,Bliyania Sector,Weiharing XVIII
08EC:0078:0138:0079,Skurun Cluster,Kuseiy XVIII,0215:007F:04AF:004E,Koamund Conflux,Gatand XIII
08EC:0078:0139:0079,Uajeng Cloud,Resprot,082B:007D:0137:0003,Kiyprip Mass,Yosluele
08EC:007D:0EA3:0079,Bizhaysk Shadows,Rabill-Alje IX,0206:007D:0AE5:0076,Domand,Goyabeli
08ED:007D:09DB:0079,Versfel,Jionqui-Isu,0607:007D:086B:006C,Lobaug Anomaly,Nelzia XIV
08F1:007C:0694:0079,Nudpers Sector,Seycit,0935:007D:06E4:0066,Avyria Nebula,Eobkho-Zeliz
08F2:0074:0EF5:0079,Wawasod Shallows,Azukar-Niysa,013E:0082:064B:004F,Sulfuss Adjunct,Bikikag
08F2:007F:0EF3:0079,Tomerse Sector,Kanzaki-Esli,054A:0080:0197:004F,Odossz Mass,Derasia
08F2:007F:0EF4:0079,Wattund,Gufrekv XIII,0D49:0081:0C88:0013,Nobilea Band,Theasu-Enke XVIII
08F4:007C:0779:0079,Rihyrosa Sector,Ufimsk,0791:007D:0710:0065,Invera Fringe,Waguchi V
08FA:007C:0C1B:0079,Evotan,Amgyas XVI,09B7:0083:0BCB:003C,Seaspat,Ufsluk-Biysk
08FB:0082:08C5:0079,Riellra,Mayonub,091F:0083:079C:0067,Grullm Quadrant,Valungd
08FE:007D:07A3:0079,Renbin,Mapofis-Reapo XIII,08E1:0081:0789:006B,Nagjelm,Nagrator
08FF:0081:099F:0079,Yisiarmi Cluster,Bojasta,0639:0082:087E:006F,Eajana Boundary,Kejelusk
0901:007B:0773:0079,The Arm of Gugurs,Aforumg,0787:007C:0705:0064,Friyshe Conflux,Agquan-Tajim
0902:0080:087F:0079,Uijimo,Nedonnin,090A:007E:07CA:006B,Hopkinawy,Aibeip XVI
0903:0076:0EB9:0079,Tibgensi,Aurids,06A6:0082:0162:000C,Ikmunde,Gacungo-Umre
0904:0076:0EB9:0079,Pupondez,Iguanjia,09FA:0080:018C:0037,Avyrinib Mass,Oyntos
0904:0077:0EBA:0079,Eekeever Conflux,Sadeng-Isomu,08A1:007D:0EB7:0035,Aldish Conflux,Hiucha-Rega
0904:007D:0184:0079,Iiraiija Cloud,Aguchi-Liga,017F:0080:07D1:003D,Abcochu Boundary,Aguchi-Liga
0904:007D:074A:0079,Herstai Conflux,Rayskyv-Apalv,0751:007F:08F5:0067,Matyerd,Keheern-Leha
0905:007C:0676:0079,Cicauba Sector,Motsuc IX,06FD:007F:0978:0056,Javanoi Band,Neydin-Jenerv IX
0905:007C:0BE7:0079,Ejtola Shallows,Weneyri-Nad,0423:007B:08F1:0075,Habunen,Arreioo-Nodex
090A:007E:07CA:0079,Hopkinawy,Ernlue,0702:007E:07DD:006F,Smyitan Band,Epastro-Zom
090B:007D:0E92:0079,Ulleru,Yuangd-Irs,0B1C:007B:0DD0:0047,Suomurtoi Conflux,Odeusi-Kosham VI
090D:007F:06B8:0079,Smojulai,Ektros-Aizu,0878:007D:067A:0062,Smojulai,Ektros-Aizu
090E:0081:08EE:0079,Xikonjiw Conflux,Hiljosyens XVIII,082A:007B:0955:0061,Memestro Mass,Ialiah-Odun
0910:007C:03DA:0079,Urphyn Expanse,Valiyns-Mizu,08FA:007C:0C1B:0025,Evotan,Yuyantou
0916:007C:0B74:0079,The Arm of Ebtetie,Alletu,0781:0081:0B87:0032,Cicarylol Fringe,Antsen XIII
0916:007F:0E55:0079,Yujimo Quadrant,Gabjor,0BA6:007E:02C8:0051,The Arm of Gugarrh,Gabjor
091B:007C:0660:0079,Rewoods,Vodinka-Nida,081B:007D:061A:0077,Henispe Band,Rabenti
091D:007E:0DD5:0079,Gigalu,Glatereri,0DD7:0081:073F:0002,Toyoto Nebula,Memont-Rita XVII
091F:007D:0456:0079,Pomenhild Cloud,Motangj-Tomay,046C:007F:0932:003C,Natakebe Cluster,Astjent-Kat
091F:0083:079C:0079,Grullm Quadrant,Dekourent V,08AB:007F:0718:0062,Juenebdje Instability,Broskyvi
0923:0080:05BB:0079,Laydansv Terminus,Mohaeje,0A77:007C:07DE:005F,Guynnako Terminus,Vidence-Ruhver
0923:0082:0E5F:0079,Uthunz Anomaly,Diumpt-Zapo VII,0CFB:0082:03F1:0005,Uthunz Anomaly,Diumpt-Zapo VII
0923:0083:08EA:0079,Rapiirrek,Ichimi,082B:0082:069B:0060,Altjin Band,Baisenn
0924:0082:077D:0079,Imfaxim Terminus,Yusaily-Odar II,0826:007C:092C:006A,Sofunan Quadrant,Bedynasan
0927:007C:08AD:0079,Eglalav,Iimizuw XVII,06C7:007D:0860:005F,Eglalav,Iimizuw XVII
0928:007C:08FE:0079,Noffia,Otlasove,08C2:0080:0940:005F,Vuldrase,Uncogo-Dunxi
092B:007D:08F4:0079,Waydava Cloud,Mukshar-Rogyr,0705:0080:06ED:0073,Giyress Anomaly,Glosalert
092D:007B:0191:0079,Shpakh Spur,Thadakotan,01F5:007C:0A56:004E,Daquisa Sector,Thadakotan
0930:007E:072B:0079,Duttil,Uchima-Doug IX,0946:0080:0889:005E,Kuremar,Aphnis-Ouise
0933:007E:0BED:0079,Suland Anomaly,Nudabashi X,059F:007E:04B7:0051,Aycureve Instability,Happer-Greg
0935:007D:06E4:0079,Avyria Nebula,Daviekt-Sidela XV,0993:0083:0801:005A,Xekonoss Cloud,Ukraymm-Onker XV
0937:0080:087E:0079,Sea of Upretilan,Etinako-Pes,08FB:0082:08C5:0064,Riellra,Umigeuph VIII
0938:007D:04E2:0079,Builat Nebula,Geduixi-Jiyu XV,0973:0081:0AF1:0045,Ekualm,Oturlits
093B:0081:03AC:0079,Olelep,Morpuscu,0549:007F:047E:0075,Negthir,Outhmi VIII
093E:0080:085C:0079,Yawata Mass,Nirashim,0711:0080:0730:0065,Deflot Conflux,Zingren-Gid
0942:0082:0728:0079,Ropeiad,Gonggan-Nio,0930:007E:072B:005F,Duttil,Rikawa-Ula
0943:007D:0279:0079,Olwanat Quadrant,Epovoyen,037D:0081:04A7:0019,Yiguruka Fringe,Moqvisi-Dityn 
0943:007E:0279:0079,Maszeg Sector,Tagayab ,0CC1:007C:0509:0060,Kavaliba,Nolich-Unbo VII
0944:007C:0BE6:0079,Opolabai Boundary,Taklin-Lamko VIII,0905:007C:0BE7:0068,Ejtola Shallows,Sucurton
0945:0081:0239:0079,Eudoaril Instability,Rigerva-All,0AA0:0080:0D39:0052,Ayrhoff Expanse,Rigerva-All
0945:0081:0993:0079,Wavesakil,Gotonyacec XIII,091B:007C:065F:0052,Wavesakil,Gotonyacec XIII
0946:0080:0889:0079,Kuremar,Diushap-Kuner IV,075E:0082:06D6:006D,Diakut Shallows,Ilveierpl
094A:007D:0332:0079,Sea of Usvasang,Rakina-Otovi XV,04FD:007D:041D:0056,Yirjani Cluster,Rorano-Ketis
094C:007F:0370:0079,Zeestpor Nebula,Xezbethi VI,0CAC:007B:07E2:006B,Judson,Ektrov-Yaz
094C:0082:09DE:0079,Taweth Void,Krihraf-Rishi,061A:0081:0926:0063,Sminne Spur,Doyanas-Ster
094D:0081:0758:0079,Tavesco Sector,Umanta-Mayo,07A8:0081:0959:0077,Tavesco Sector,Umanta-Mayo
0952:007E:0576:0079,Teurya Fringe,Enhuan-Iin X,099F:0081:05B8:0047,Aljuru Quadrant,Gepashie XVIII
0959:007B:08EE:0079,Enquin,Malastoit,07EE:0080:0993:005D,Atferg Cloud,Iegod-Hocomn
095F:007E:082D:0079,Naiwan Conflux,Eywoodlan IV,08C1:0081:06EA:0073,Foflets Terminus,Arakto
0965:0081:01C0:0079,Raoshizhe,Onmatsush,0E45:007E:0715:0055,Eepkandin Band,Hypers XIV
0966:007B:071D:0079,Ecomeirr Adjunct,Aneium,0688:0081:075E:005E,Cayambou Adjunct,Nuuranon I
0966:0082:0ADE:0079,Rubruleu,Dunaean XII,0592:0082:0605:0065,Rubruleu,Dunaean XII
0967:007D:053A:0079,Nufryus Boundary,Oisent,0AE3:007F:070B:0058,Bukaundrig Shallows,Paryong
0969:007E:0A3D:0079,Yapelilo Quadrant,Dukong,067B:007F:05E6:006B,Yapelilo Quadrant,Dukong
096F:007D:0912:0079,Kohvatayga Quadrant,Enduhs-Ikou XIII,07C5:007F:0648:0064,Kandje Expanse,Mupenev X
096F:0082:0AD8:0079,Epaiphus Anomaly,Ukwrfora XIII,096A:007D:0535:0059,Ouetzan,Prudnya-Joy
0971:0081:0AED:0079,Jemasi,Dogawa,0971:0082:0ADC:0049,Nuskiya Fringe,Sujisa IV
0972:007F:07F3:0079,Deymile,Bamerim-Lia,0799:007F:06AB:005F,Aimirol Fringe,Ikyush-Beelz
0974:007F:0B69:0079,Biyomia,Vadintam,09AC:0081:0B3E:0047,Adjiga Cloud,Hoenuusa
0977:007D:0A29:0079,Iuonal Anomaly,Eyanha-Piyor XV,0A4B:007D:091C:005D,Noffut Cluster,Onoske
0979:007D:07FD:0079,Ibsonni Nebula,Kesspos-Seus,090E:0081:08EE:0071,Xikonjiw Conflux,Opavistra
0981:0082:0178:0079,Yuanah Cloud,Hiyevkaz Il,0C3D:0081:02E3:0027,Suchode Spur,Saborou-Gidu
0982:007E:0A65:0079,Sea of Ednast,Otiamil-Ritt VIl,0A4C:007B:0672:004E,The Arm of Muracoti,Udhlekol
0986:007D:05E1:0079,Osnjadio Mass,Ditsan-Dega,07DE:007E:0A8B:004F,Igsonar Quadrant,Gozanda-Seto XII
0988:007D:081D:0079,Ukbaka,Praieus,0979:007D:07FD:006A,Ibsonni Nebula,Evrope
0989:007B:0EB9:0079,Gastros Cluster,Ucestm-Domin,0E68:007F:0A65:0039,Osmeae,Ucestm-Domin
0989:0082:0CE8:0079,Kuxiaof Band,Ribinostos,0C53:007E:0550:0020,Kuxiaof Band,Ribinostos
098D:007E:007C:0079,Oindumni,Dazoavi XIV,0A73:0081:0F32:0077,Oindumni,Dazoavi XIV
098F:007C:0C67:0079,Haudov Anomaly,Wuweih-Aig Il,0C43:007C:063A:003D,Famakapp Cloud,Gurora
0991:0080:0196:0079,Radokiossu Nebula,Ingurdre VIII,0C7A:0080:033C:0057,Nakotot Fringe,Amchay-Entf
0993:0083:0801:0079,Xekonoss Cloud,Uulian-Ognup VI,092B:007D:08F4:006A,Waydava Cloud,Seyskiti
0995:0081:06D5:0079,Fatecha Band,Hegoni,09DF:0080:0851:0062,Boquinna Terminus,Katand-Nalai IX
0998:007C:0213:0079,Kulovamm Anomaly,Pugaomi,0CA9:007D:041B:0044,Zewickm Fringe,Ebetsue-Ach
0999:007C:0987:0079,Hingon Spur,Iudach,0629:007C:0920:0057,Awnguth Expanse,Uzayevo-Wah
0999:0081:0594:0079,Aiadakv Fringe,Ilkargann System,0AA5:007E:0904:0050,Kilethe Expanse,Muplims III
099A:0082:08A6:0079,Zooney Terminus,Bluchim-Gaeon V,09A8:007C:07D8:0072,Haokobun Adjunct,Cungjeomc I
099B:0082:00D9:0079,Edvarre Adjunct,Zensky-Nouf IX,0BA5:007B:0E49:0024,Kaplane,Mindiao
099C:0081:05BC:0079,Reenas,Unarya,05EA:0080:09BE:004F,Sea of Umtazel,Epingdo
09A0:0081:05A6:0079,The Arm of Enverny,Hoshio-Adaky,0AC4:0081:0862:005B,Uhrman Void,Migerdist X
09A2:007C:0CAF:0079,Purzhent Boundary,Vadepone,09C0:0080:0C94:0036,Sea of Susovam,Kaimiz
09A5:007C:0AAB:0079,Estiiq Sector,Yazhih-Ping XIII,0AEE:007B:08EF:0046,Horliobel Terminus,Lonqui-Oevu II
09A5:0080:0B96:0079,Rigotte Quadrant,Waseoud XIX,043D:007C:06FE:0044,Rigotte Quadrant,Waseoud XIX
09A8:007C:07D8:0079,Haokobun Adjunct,Amdunh-Bar III,0802:007F:0664:005D,Dihnayol Expanse,Acobola XIV
09A9:007C:09A9:0079,Adzerife Boundary,Emurob,09C0:0082:0979:0056,Adzerife Boundary,Emurob
09AA:007E:0239:0079,Sea of Minkos,Namtar,0224:007F:06ED:0025,Eztiko Cluster,Namtar
09AB:007C:044D:0079,Sea of Qushki,Picton-Oluo,073D:007D:0BEA:0078,Stliac,Xominst
09AC:007B:0C2B:0079,Notamb Fringe,Sebona VII,0B78:007D:0AC1:005D,The Arm of Irrana,Kungzeh III
09AC:007C:048D:0079,Muychris Mass,Bininov-Iska X,0A5F:0080:0511:0047,Uldria,Oyao
09AC:0081:0B3E:0079,Adjiga Cloud,Dumens,0AA2:0082:0A6E:0061,Yodpori,Somach-Ryu II
09AD:007F:03F9:0079,Tukwarasa Band,Dobjoi XII,0AF7:0082:0B1C:0032,Ewdalu Cluster,Abgyan VI
09AE:007C:090D:0079,Urcian Terminus,Zuhskyvi,0901:0081:09A1:0075,The Arm of Enyuennyes,Tawani
09B2:007E:029D:0079,Ehperrid Cloud,Orlaro-Edi,035D:0080:0B1F:0037,Etovai Boundary,Orlaro-Edi
09B5:007C:0560:0079,Unumarx Quadrant,Angarbur Il,063D:007E:057A:003E,Mupoxamhe,Airatsuya
09B7:0083:0BCB:0079,Seaspat,Aseuri-Aide,0933:007E:0BED:003C,Suland Anomaly,Atoriyaw
09B9:0081:0906:0079,Qetenn Adjunct,Qulhorra XII,08B1:0081:09D0:005E,Qetenn Adjunct,Qulhorra XII
09BE:0081:0E4E:0079,Noaric Sector,Urodeok-Amig,05AF:007D:01F0:005B,Xihewixi Conflux,Urodeok-Amig
09C0:0080:0C94:0079,Sea of Susovam,Nikkolo-Sosn,033D:007E:08EC:004E,Altdoro Cloud,Paheshe-Rop XV
09C1:007B:0958:0079,Madzhi Mass,Povoroc-Osang XV,062A:007B:0920:0058,Behrimni,Augara
09C1:0081:0520:0079,Sasmerx Sector,Suuraga IV,0810:007C:04B1:004F,Sasmerx Sector,Suuraga IV
09C2:0082:097A:0079,Tigetu Expanse,Ondowne,0A38:007E:07BF:0078,Tigetu Expanse,Ondowne
09C6:0080:042F:0079,Qeteswri Instability,Uzents,06C6:007C:0BF4:005A,Arnida Void,Avdepot-Ang
09CA:007C:0732:0079,Arm of Mevubaru,Luhomar-Fab XIII,09E5:007B:07F9:0065,Iswito Cloud,Anazawa XV
09CD:007E:0CA3:0079,Ridanada Shallows,Konefic,057D:007B:0C3B:002C,Enzerni Quadrant,Imuras-Dih
09D0:0081:03EC:0079,Mugaruom Boundary,Shequork,0AF6:007D:04BE:003E,Hiyyamil,Oyabus
09D1:0082:097A:0079,Unlopesc Instability,Guchestn III,0A24:007E:0736:004E,Ruthimr Sector,Oinesi
09D3:007D:01BB:0079,Socheboc,Yanding-Yotha,0CC5:007B:0C5E:0016,Sea of Losbaren,Kiliboer XVII
09D8:0080:0D53:0079,Morkovsk Anomaly,Akaryev,03A3:0083:0482:0022,Nejacqua Nebula,Ainstivu
09D9:0083:05A8:0079,Exejtol Quadrant,Dagerda-Daye,05D2:007C:09F1:0060,Xoforno,Kuhash
09DC:0080:089B:0079,Gikaae Cluster,Nectus-Jes,067C:007E:0924:006A,Sea of Nujemey,Oobskamb
09DC:0081:0582:0079,Kitanin Quadrant,Rioaarda,0AF6:007E:074C:0057,Obsoni Boundary,Gakalhai
09DE:0080:0850:0079,Acomis! Anomaly,Lezhnou-Haan IV,0636:0080:0797:0070,Enmyointy Adjunct,Voboro-Oigar XI
09E0:007B:07F9:0079,Uahtun,Osalai,0973:007E:0915:0070,Arm of Zodarez,Miurakiz XIX
09E2:0082:08CC:0079,Gruisto Cluster,Matsuk-Huni XIII,09CE:007C:072F:0075,Sosont Void,Enrait
09E3:007B:08F5:0079,Idnandl Band,Eomche-Liksf,069D:007F:0679:0060,Miwobot Insatability,Sanumat-Oza
09E3:0081:02EC:0079,Dalopana,Hiyazu,0C59:0081:0B1D:0053,Dalopana,Hiyazu
09E6:0080:07DA:0079,Iwuarth,Udahaelum,0905:007C:0676:0067,Cicauba Sector,Zawagor-Zaray
09E8:007B:0946:0079,Revant Band,Aykana-Thliu,080D:0080:05C3:005F,Raleyam Anomaly,Eikkun-Huny XII
09EE:0083:02AB:0079,Ocadaki Adjunct,Stiamil-Fuefu,0263:007D:081A:0030,Uzanno Cluster,Noculusi XII
09F1:0083:0AC2:0079,Uklota Quadrant,Orozaw,062D:007E:0AC5:004B,Kilankt Void,Rumritush
09F6:0082:0894:0079,Thramj Sector,Kuokam,061A:007F:0766:005F,Gunnola Terminus,Naqang
09FC:007C:0C3D:0079,Fuglaj Fringe,Eyskyv,0B1B:0081:0B6D:002B,Glosad Conflux,Eugentn
09FE:0081:01B7:0079,Owtyulzbe Spur,Ukihar V,092D:007B:0191:0023,Shpakh Spur,Ukihar V
09FE:0082:0938:0079,Nalunay Cloud,Lonetele,094C:0082:09DE:0050,Taweth Void,Urhein-Onsa
0A01:0082:04A6:0079,Gahans Cluster,Teslonta,0809:0080:0BD8:0035,Yabragi Terminus,Rafurforc
0A0A:007D:0EC4:0079,Laygolibi Void,Abytii-Grin,0EA4:0083:0A3F:002B,Laygolibi Void,Abytii-Grin
0A0A:0081:08D4:0079,Sea of Onaebosaw,Lufgeir,07D1:0080:05DD:0065,Elfatra,Arasan-Adika
0A0C:007D:031B:0079,Ughlia Shallows,Sodega,0B0B:007D:0C43:0052,Eedinga Mass,Euskop-Epar
0A12:0083:0972:0079,Zedonef Anomaly,Auehill-Skiy XIX,05C5:0082:06EF:006B,Ispall Nebula,Jimmingt XII
0A13:007F:03AB:0079,Dadarabhr Band,Ushuna-Tizyh XIX,0BE2:007C:0AB7:0049,Gadals,Tozahha II
0A14:0080:04C3:0079,Urbera Shallows,Skrudg-Ateya,07A4:0082:0BC5:0032,Lufwarde,Relyar-Asove XI
0A19:0081:0935:0079,Iwattutam Shallows,Dorioka,05C3:0082:073A:005B,Ohnsoe Void,Hinjuku V
0A1A:007F:0924:0079,Notraygi Void,Huozhon,075C:007E:0A3D:0061,Tozespra Expanse,Pudozh-Nedor
0A1B:0082:021D:0079,Denirtiw Sector,Viatus-Ikas,0B71:007C:0D22:0072,Sea of Moraddi,Buyamatsu
0A1C:0083:0201:0079,Woraticas Spur,Moptorvi,046C:007F:02D3:0074,Refors Band,Rederan
0A22:007E:01AD:0079,Oydpor Conflux,Diehar-Desyn,01B3:0082:0A05:0038,Lirita Terminus,Harabira
