bh-coords,bh-region,bh-system,ex-coords,ex-region,ex-system
0DF4:0081:081C:0079,Culiph,Jejuno-Kian,0ABA:007F:0D39:0046,Afioris Conflux,Nenuman-Aik
0DF4:0082:0540:0079,The Arm of Hebunus,Lakata-Diberi,0318:007F:03B8:000B,Guphodg Quadrant,Ioudagu
0DF5:0081:05B1:0079,Yotari Quadrant,Lodragnesk,0CBC:007F:03CA:0012,Letyerse Anomaly,Migusu
0DF8:007F:08EE:0079,Liluwyda Conflux,Govina-Jor,0CA4:0081:0BC7:0031,Saeanepan Cluster,Fukurob-Abik XVI
0DF8:0082:0B08:0079,Pepper,Rozhuri II,0E7A:007D:0689:001C,Goteiriush Sector,Ranings-Nodt VII
0DFA:007D:04AC:0079,Dojarifi,Yurrows-Dali XIV,0BFD:007B:0285:0063,Doviche Anomaly,Kraunib
0DFA:0081:0AA3:0079,Repensi Sector,Idninaud,08EF:0080:0194:0004,Behren,Rancango V
0DFA:0083:0A19:0079,Quremya Nebula,Birbatag,0288:0082:04E6:0036,Refore Cloud,Woomen-Quo
0DFB:007D:0A08:0079,Etesuy Anomaly,Geguguu,0860:0081:0E3F:0048,Nojhwan,Amnyan
0DFC:007B:04BC:0079,Nurian Shallows,Enburg-Gege System,040F:0082:027F:0024,The Arm of Hatonibu,Zovsky-Zayu XVIII System
0DFD:007D:08CD:0079,Wunshui Void,[shb] Tashima-Guli,07BB:007C:0205:005A,Eabozho Terminus,[shb] Tikunar
0DFF:007C:0ACA:0079,Tathatr,Kionnin-Pup XVII,03BD:007F:0CFA:0062,Sea of Ecleopa,Duhshyr III
0E00:0081:0A0B:0079,Ularnu Mass,Tuangr XVII,0E2F:007C:091C:0031,Egleni Boundary,Nudykoha
0E01:0080:04F4:0079,Emyati Fringe,Angotom,017F:0083:0981:004C,Soukhe Expanse,Oponek
0E02:007C:0823:0079,Yechapsa,Odenexois X System,0C7B:007E:0414:0039,The Arm of Ugeiss,Ogalya System
0E02:0083:05BC:0079,Huevic Adjunct,Tilugansk,02BC:007D:046A:0030,Hanamis Mass,Jinqing IX
0E03:0080:0641:0079,Uxleyden Band,Drinsk-Una,0259:0082:0A92:001D,Unaghsi Instability,Uiyang VI
0E04:007D:09CF:0079,Sea of Gicutti,Legze-Lat,05D0:007F:022A:003B,Nezibes,Uwajim
0E04:0080:070A:0079,Nudquet Band,Iotsuk-Wuc III,068C:0080:0DDA:0057,Ifnala Fringe,Ayorozawa VII
0E05:007D:06D3:0079,Dazhayk Void,Ardonezh XVIII,0B44:0083:02DF:0028,Rodemovoy Spur,Oastanle III
0E05:007E:0A31:0079,Henoumiku Terminus,Agasenn,061E:0083:0E13:0003,Motingo Cluster,Sakefo
0E05:0080:067F:0079,Kioskad Fringe,Udrewen-Zodus II,05E5:007C:0239:0064,Guschylde Shallows,Gaoyan-Nuro
0E06:007C:09E4:0079,Gwelst,Gonanxio System //G8f //Water,0CB5:0081:03E0:0036,Horanuefe,Kayakha-Elq II System //G4f //Water
0E06:0081:090E:0079,Sepperet,Eeyiiji-Dolmu Il,020C:0081:06D6:003B,Orynya Anomaly,Laymfori XIX
0E06:0082:0534:0079,Ezmiati,Ruilon,0B86:007D:0D8F:0039,Waladshe,Oukovs-Fasgnu
0E07:0081:0A94:0079,Kehpersei Boundary,Kusesen-Ulwe,0D2A:0080:0BF3:0010,Immond,Ivdela-Ogn
0E07:0083:07A4:0079,Oknari Sector,Udnyev-Huro XI,08B9:007C:020E:0022,Aquechkin Sector,Revienn-Aam
0E09:0083:04A5:0079,Pikulle Mass,Black Hole Portal Gamma,0938:007E:0EBA:0069,Justefnis Fringe,The Subtle Knife
0E0A:007E:0925:0079,Liyuan Band,Numami IX,0D7C:007E:0AA2:005D,Imfaxi,Asoehrl III
0E0A:0083:05BC:0079,Afeldig Quadrant,Hezhevo-Agyu,0251:0081:050D:001B,Tesusho Band,Cilleeneb
0E0B:007F:041C:0079,Nejokua,Gekongr XVII,0D4E:0081:0CBF:0073,Anteshi Instability,Ichnyev-Blik II
0E0B:0080:0795:0079,Ketsyint Shallows,AGT Oicang Black Hole,093C:007E:0DDF:0036,Wazaleku,AGT Hatsuk-Moda
0E0C:007E:09D4:0079,Wiensesu Quadrant,Wazaka-Tichu VII,0CB7:007B:0C1C:005F,Ikmeau,Nannia-Nien
0E0D:0081:04B1:0079,Duyperami,Tiforley,0EA1:007C:064C:000A,Aofere Cluster,Ipingk
0E0E:007D:070B:0079,Essushj Void,Umgyew,0318:007C:0B96:0031,Wamerrad,Lilvarv
0E0E:0080:0AF0:0079,Leochi Sector,RSUB 47,0180:0081:067C:0067,Ocklud Terminus,RSUB 48
0E0E:0081:0895:0079,Wayurar,Juliku-Aisa,0927:0080:0DEB:0004,Uclintev Nebula,Numard-Aijon
0E0F:007F:0AED:0079,Dodenub Instability,RSUB 63,0D16:007E:0C53:000E,Piusas Boundary,RSUB 64
0E0F:007F:0AEE:0079,Jevacig Boundary,RSUB 57,0184:007F:0664:004A,Disheye Sector,RSUB 58
0E0F:007F:0AEF:0079,Eyfert Cluster,RSUB 68,065A:007F:0E7A:000D,Tiquaora Adjunct,RSUB 68+1
0E0F:0080:0AEE:0079,Lotdorat Mass,RSUB 70,0D06:0082:0C65:001A,Heobambo,RSUB 71
0E0F:0080:0AEF:0079,Meiliwes Instability,RSUB 59,0C6C:0082:02FF:0056,Navandz,RSUB 60
0E0F:0080:0B03:0079,Aiowal Cloud,Bushik III,059F:0082:0E46:0051,Nuskyulix Adjunct,Oncept III
0E0F:0081:0AAA:0079,Oswigu Expanse,Uncela,0CDD:007C:0C64:006F,Tezmart Spur,Zehgorb
0E10:007F:0AEE:0079,Otwalb Instability,RSUB 61,01CC:0080:0588:0074,Sea of Kochimr,RSUB 62
0E10:007F:0AEF:0079,Niwittg,RSUB 65,047E:0080:024E:0038,Damonya,RSUB 66
0E10:0080:0AEF:0079,Tororb Band,Afniro I,0880:0083:0EAA:0008,Elumbl Sector,RSUB 67
0E10:0081:0569:0079,Ufandboh Cloud,Skearbh-Eau,0AF5:007D:022D:0061,Bitoffm,Huoliisto
0E10:0082:08B0:0079,Bricaten,Iihama-Yaga,0BFB:0080:0C8A:005F,Gigatic Boundary,Hajamod III
0E11:0080:0609:0079,Hufusak,Tensky V,0890:007D:0E4B:0022,Negfors Terminus,Abashi
0E11:0081:0408:0079,Lalwyudod Instability,Mubayma-Enno,0B03:007F:0E87:0024,Tojinbir Terminus,Karias
0E11:0082:0919:0079,Josein Cluster,Hoelic VIII,0DC7:0080:0603:0037,Xacade Boundary,Vimatss XII
0E12:0082:0576:0079,Gahsiet Quadrant,Ibugiao VI,03AA:0080:0CDF:0047,Dumnon Instability,Aemouth-Hulun XVII
0E13:007B:0614:0079,Tizigeta Expanse,Orylasve,06D0:007E:01CC:0061,Jihlab Sector,Srekopa-Homan
0E14:007E:05DF:0079,Ubcanpe Cluster,Ilmnin XVIII,0C97:0080:038F:0015,Coxete Adjunct,Simusch
0E14:007F:0AF8:0079,Sea of Exgibsont,Nunomyosh,0E85:007F:066A:002C,Eduato Band,Wutenes-Hyomn X
0E15:0081:07B7:0079,Tekhem Conflux,Burabn,0A31:0082:0D9E:003D,Ceyonyc Anomaly,Obskafj-Akat
0E16:007E:0649:0079,Mugabor Boundary,Heensas,0906:0080:01D0:0035,Pazzano Instability,Ikiuraga
0E16:0083:092A:0079,Azonanda Band,Azovate,01DE:0082:0875:0021,Eipell Terminus,Karazuno
0E17:007B:0883:0079,Udinjatal Shallows,AGT Ugerdis V FIN141,02C3:007C:04F0:000F,Olzunon Band,AGT Neduiwan FIN142
0E18:007C:0A56:0079,The Arm of Diiwei,Epikarpi,05EC:0081:01DD:002B,Mellasa Shallows,Nedengfa XV
0E1B:007D:0931:0079,Ikdalyten Adjunct,Efukag-Kehtin,09B9:0082:0DEA:004F,Zephyer Instability,Todatey
0E1B:007F:083C:0079,Pearghan Conflux,Utaraat XV,0A98:007C:0285:000C,Sacker Expanse,Agyagr-Elok
0E1C:0082:0790:0079,Nobenuak,Ruskoga 79,0A93:007D:0D7F:0013,Nidtias Nebula,Nokarga
0E1D:007C:0591:0079,Awulao Sector,Pleveri-Abas,019F:007E:0969:0007,Gegienster Sector,Befukt
0E1D:007E:06A1:0079,Gubinse,Yosukum-Luo,04C7:007B:0D4D:005A,Hioson Conflux,Oanshaan
0E1D:0081:08C1:0079,Aehleg Void,Bavlov-Nehao,0818:0082:0E1B:001F,Nuchnei Conflux,Negares-Uzu XV
0E1E:0080:06F6:0079,Fozaras Shallows,RSUB 153,056A:007C:0D92:0072,Bocont Quadrant,RSUB 154
0E1E:0081:08B8:0079,Biwgcob Shallows,Geinakt-Tonev,0831:0081:01E3:000F,Didooly Void,Selyel XV
0E1F:007E:09FE:0079,Zihukch,Einstein Delta,0E23:007C:063C:0015,The Arm of Pabelia,Noboron-Dopog V
0E1F:0080:06F6:0079,Fastoc,RSUB 147,05C6:0082:0DBD:0025,Semeonac,RSUB 148
0E1F:0080:06F7:0079,Licovell Cloud,RSUB 145,0656:007D:0214:0060,The Arm of Toneserpo,RSUB 146
0E1F:0081:06F6:0079,Yovsezk Shallows,RSUB 149,01DA:007C:083B:006B,Iossle,RSUB 150
0E20:007E:0888:0079,Iigaene Sector,Omboja-Fok,09E8:007E:0DC6:0073,Gumire,Usvalo-Ulu
0E20:007E:0AC9:0079,Neaumaic,Lebeytz,0D4F:0080:03F2:0023,Sishcer Boundary,Dosturk-Dutar
0E20:0080:06F7:0079,The Arm of Yenmanas,RSUB 151,0D6A:007E:0AEE:0013,Kuylkai,RSUB 152
0E20:0082:0A41:0079,The Arm of Occoni,Sosnog,08C6:007D:0191:001B,Tutatarsu Fringe,Apoton
0E20:0083:05E6:0079,Nujuris Anomaly,d10,0E60:007E:08A5:006F,Boylginnic Adjunct,z10
0E21:007C:0B1F:0079,Otilii,Kiananji,0AC5:007F:01C3:0042,Kaupon,Artovskyv III
0E21:0081:0BF5:0079,Orincel Mass,Ragatisku,0BE5:007D:01E3:0016,Yacajamute Expanse,Dulinsk XVI
0E21:0083:058D:0079,Zemlevo Spur,Sapete,06CE:007D:0E6C:0071,Lengga Nebula,Zulovkar
0E22:007D:0A84:0079,Oogeom Cloud,Joyonak,0E90:0080:07BE:004D,Caylis Conflux,Easteve-Lum
0E22:0080:085F:0079,Thlittro Sector,Kuyama,0D1B:007F:0B4E:004A,Qobalic Boundary,Ulebak I
0E22:0082:0A01:0079,Boquita Spur,Uskogss-Hokus IV,04B7:007C:0D7F:0005,Yearlsel Boundary,Yuvorodits XVI
0E22:0083:0B2D:0079,Oabuybli Boundary,Enivans-Puylo,0164:0081:09D9:000B,Lumente Shallows,Tilastrak
0E23:007E:089A:0079,Fitrakaw Adjunct,Inshihir XVIII,0730:0080:01F1:0058,Tivela,Lorekh
0E23:0080:06CE:0079,Nebarin Instability,Atterbisi,0ACC:0082:0279:005F,Rotokut,Exeyevk-Myoko
0E26:007D:0682:0079,Hecuacol Cloud,Kanumant,0340:0080:03E8:005B,Tijaina Sector,Kakega-Urois VI
0E26:0081:0A48:0079,Liletone,Layant,055B:0080:020C:001B,Obmiliqi,Socykel XVI
0E27:0081:0A10:0079,Siarmi Band,Kumoirib,0205:007F:059D:0052,Eqchic Quadrant,Naogan XII
0E27:0082:0609:0079,Loypsic,Yoksaraba,0637:007C:01D8:001E,Stiath,Mitsevs XII
0E27:0082:060F:0079,Ignens Boundry,Dunyakhun,028F:0082:049E:001C,Osmontec Cluster,Purrkund VI
0E27:0083:06A9:0079,Ekijinba Fringe,Annushid,0CD1:0082:0408:0041,Sagueith,Guydiaue XVI
0E28:007C:091E:0079,Sevili,Xichuk X,0D95:007C:0AB1:0045,Osreyc Adjunct,Leggjo
0E28:007F:05E8:0079,Ciahay,Shovomo I,0605:007D:0E22:002D,Loewya,Hatsun-Ijoit
0E28:0080:0514:0079,Imarab Nebula,Pugach-Ixo,0A6A:007E:0E4F:002B,Stmanu Adjunct,Kremid-Qabn
0E29:007F:0B34:0079,Kiwanensa Nebula,Saokaw,0289:007D:0C32:0051,Ruverd Cluster,Idzheli
0E2A:007D:0617:0079,Obegova Anomaly,Stiunc-Neza,0CF0:007D:0C11:001D,Otshui,Toigau-Yoarv V
0E2A:0081:05CA:0079,Sea of Voguies,Utayevs-Miina,06B4:007C:01A1:0027,Houjem Cluster,Huprin-Iqion
0E2B:0081:06DF:0079,Ilturo,Sudolix-Toib,0BFC:007D:033C:0051,Yangvire Fringe,Abresky
0E2C:007E:059D:0079,Ocudano Fringe,Didurmal XVI,0307:0082:0C4B:0003,Iskokoto Spur,Radoma
0E2E:0074:0AC2:0079,Uaayal Spur,Akkaider,0A4B:0083:01B0:004B,Yalixia Terminus,Yevkarp-Ukiha
0E2E:0075:0AC2:0079,Pitaroldea Shallows,Valdatovi,0EB4:007C:079A:0019,Kuffon Void,Gabadod-Ofti
0E2E:007D:0609:0079,Urphylla Boundary,Miangg,0DCA:007F:0AC8:0034,Hyniana Adjunct,Iiakhar III
0E2F:007C:091C:0079,Egleni Boundary,Osskoy,0BE1:0083:0CDF:0024,Lofneyra Adjunct,Enzhouma
0E2F:0082:050D:0079,Kakmor,Qiongj-Haywa,0E51:007D:0A7D:0040,Geyersof Spur,Egurotosh
0E2F:0086:0833:0079,Sea of Daplivu,Suhman-Chu 79,0617:007C:0DD2:0066,Bohrmeil Sector,Wipodium
0E30:007C:094F:0079,Togenab Shallows,Uokawara,06AC:007C:01DF:0053,Ryanst Nebula,Istradsk
0E31:0080:0C10:0079,Egnitk Expanse,Nohara,0B8D:007E:0E6E:0055,Yeberam Cluster,Kuyama-Ilfor
0E32:007E:0959:0079,Alkhor Boundary,Chestos II,06EA:0082:0E31:0026,The Arm of Asdore,Katsahikin
0E33:007F:0736:0079,Arryisu Sector,Rosaka-Soj XIII,07AF:007D:0E2E:004F,Deflot Cluster,Gashih-Wesand VII
0E35:007E:04EE:0079,Esznekpe Anomaly,Ahossus-Num,02B9:0083:0C63:006B,Ficauri Instability,Iimizu
0E35:0081:0A82:0079,Keyrjan,Wuannin-Rub,01AB:007C:05F9:0033,Bungandr Adjunct,�oggua-Ukyun VIII
0E36:007C:0853:0079,Gohnavald,Odegaw,02A6:007E:0B0D:005C,Sea of Lucutumer,Noisena
0E37:007E:05B1:0079,Flinun Spur,Tovods-Ammy XVII,0E7E:007D:0905:002D,Asteinsub Terminus,Sorodi XII
0E37:0081:07AC:0079,Ruquette Cloud,Rordask-Opsh XVII,06ED:007D:0E14:0005,Olperchau,Gusangf-Hido
0E37:0082:068E:0079,Sea of Nanitomb,Hattamplu,0DF2:0081:05D4:0013,Oulised Cluster,Aqinhu-Vihand
0E38:007B:060A:0079,Opffelku Band,Navarie XIX,05F5:007F:01DB:0012,The Arm of Gusuchba,Ujangye
0E38:0082:0973:0079,Aakurunin Expanse,Slekkal,0525:007D:0DA8:0009,Osunyindu,Rumonkto VIII
0E39:0080:04E1:0079,Diuheit Expanse,Odlanc-Noomo,0E05:007E:0B5B:0073,Movabay Shallows,Apayevk
0E39:0080:096E:0079,Itworla Spur,Wasaki VI,01B9:007B:08D1:005A,Biyagiryam Mass,Mancle-Jizh
0E39:0080:0B21:0079,Acurte Void,Houkou,0140:0080:067E:0038,Boefeld Void,Dehinnd IX
0E39:0082:096C:0079,Skenagn Boundary,Pepopol-Nokai,0333:007D:0C1D:0071,Zaurian Conflux,Gimjeau-Rejoje
0E3A:007B:07D2:0079,Rejope Spur,Lulistn Vil,024A:007F:059E:0004,Yevonli,Davoikh-Rining VIII
0E3A:007E:05CB:0079,Dozumir Mass,Unkturkun,0E68:007C:069D:0010,Kufurru Spur,nun-Asynug XVIII
0E3A:0081:0A80:0079,Dehoggi Anomaly,Vinnfar,02F0:007B:03AA:0017,Liyooel Adjunct,Nitrak-Tig
0E3B:007F:0966:0079,Sea of Ilbane,Ouisbur,075E:007E:0E4A:0068,Huokat Instability,Hearkiv
0E3B:007F:0A6C:0079,Mabdazuh Boundary,Provskog,0530:0080:0E01:0030,Awilker,Niloki-Nab
0E3B:0081:0ADD:0079,Yaqarsono Shallows,Rusfiel,0C01:007D:0D7D:006A,Apteroa Terminus,Ravdel-Iebur
0E3C:007E:06B7:0079,Grusho Fringe,AGT Dumineh FIN133,0DA3:0082:0ACF:006E,Zizanaghs Shallows,AGT Kayama-Ilov II FIN134
0E3D:007C:0AFC:0079,Uaquete Expanse,Uyarnye,017E:007C:05CE:002E,Icleenr,Okpoole-Oluvyc
0E3D:0083:0768:0079,Timithi Conflux,Nuenji-Tuls XIV,06B6:007E:0E13:0039,Didhaku Terminus,Riglazo-Disgr
0E3E:0070:0AD1:0079,Tinevia Spur,Zuunmodi,0E13:007B:04F5:003C,Awfortu Nebula,Onmats-Kokaz
0E3E:0071:0AD3:0079,Certoq Expanse,Iffornu-Lou VIII,0173:0080:09CF:0064,Ayyama Quadrant,Ragater
0E3E:007B:0AF7:0079,Bobotais Expanse,Udyano-Tudyikh,012B:007C:08AB:0020,Ledleeve Fringe,Snotic-Nuna
0E3F:0071:0AD2:0079,Ildaru Instability,Fornuscu,0135:0081:07AF:0062,Axonor Shallows,Hekargoffe IV
0E3F:0082:04E7:0079,Otrimiz Terminus,Iamillo,014E:0081:09C1:001E,Deptrudoh Conflux,Hohhot
0E3F:0082:04E8:0079,Nucunde Void,Dakawac,0D32:0082:0372:005A,The Arm of Imirnfe,Rakinestvov X
0E3F:0082:04E9:0079,Irjorm Cluster,Zamozdok XII,055E:007B:0E65:001E,Ripenca Anomaly,Zaoyii
0E3F:0083:04E7:0079,Nenebesh Anomaly,Calydia,03BC:0082:028F:0065,Stjeram Adjunct,Xandush-Sodeg
0E3F:0083:04E8:0079,Atzind Cluster,Zuhmang,0E3E:007B:0AF7:0028,Bobotais Expanse,Uzhnye V
0E3F:0083:04E9:0079,Biorel,Stminne VI,0117:007C:081E:0064,Ewheeve,Emblem-Oij IX
0E3F:0084:04E7:0079,Cucheli Shallows,Redenqj,094C:007D:0ECA:0035,Tutayaku Shallows,Kayangm-Uxt
0E3F:0084:04E8:0079,Kesmirpia,Nejotec XV,03D0:007E:0280:0071,Ulhouss Cloud,Cusett XI
0E40:0070:0AD0:0079,Sea of Ukesegni,Tasham-Ranfor,0407:007C:0D83:0064,Aalanti Mass,Zunyimad
0E40:0070:0AD2:0079,Dohodaaks,Iakoun,05B0:0080:0199:0046,Diwagi,Sakushuna I
0E40:0071:0AD2:0079,Neklimu Conflux,Eykisin-Cid,0CF6:0081:0356:0014,Abcoca Mass,Gobori-Inka
0E40:007B:06AC:0079,Koytheikki Nebula,Bilungpi,040E:0082:0309:0034,Auolumat Band,Uyameya-Ole V
0E40:007D:0999:0079,Gogdraur Cluster,Raganqi-Osa,0C2B:007D:0325:0042,Kobulas Terminus,Gukoyemma
0E40:007F:0936:0079,Wakindoq Nebula,Otakat,046C:007D:0D32:0057,TImutrig,Idoiji-Zimai
0E40:0082:04E7:0079,Viyssolat Nebula,Gaokam-Opi,0121:0081:08D5:0049,Zuchsufelk Instability,Myerdab-Plag XI
0E40:0082:04E8:0079,Ridethg Cluster,Asgerasj,0DC7:0082:042F:000C,Nogwell Expanse,Mukafj-Grya
0E40:0082:04E9:0079,Ekmeaexan,Vaikou,0487:007C:0DFA:0048,Golites Adjunct,Atuisto III
0E40:0083:04E7:0079,Kiberthuss,(GNG) Arasarj-Etsu,0480:0083:0205:0017,Sea of Yuzhbach,Cacubus-Dwort I
0E40:0083:04E8:0079,Eveenskai Shallows,Unzent,0DC8:007C:0BC8:0053,Iutully Mass,Mantaka-Rumg
0E40:0083:04E9:0079,Auheth Fringe,Rumyundat,0120:007D:072F:0017,Susekhod Terminus,Iksanor
0E40:0084:04E7:0079,Ilwunjak Shallows,Okyoto-Ropin,085E:007E:0EE6:005F,Maasgar,Urongrin
0E40:0084:04E8:0079,Teyanoain Adjunct,Nidzhevs XVIII,0496:007F:01FA:0023,Sydonn,Trosso-Losa IX
0E40:0084:04E9:0079,Wapipi Anomaly,Injosh-Ubche,0DBA:0080:0BDC:005F,Hifatei Quadrant,Garaza
0E41:0070:0AD2:0079,Olyotop Spur,Foldbu-Ney,037D:0081:0D16:0070,Ivja Instability,Gastidpunk I
0E41:0071:0AD1:0079,Engasva Fringe,Tidesta-Nivi XVII,031A:007C:0CBC:0012,Cuttelia Cloud,Ogngam
0E41:0071:0AD2:0079,Eosantti Anomaly,Biawshe,0187:0082:05E0:003F,Noques Band,Desarjau
0E41:0071:0AD3:0079,Bedisorth Cluster,Impurusc III,06DD:0080:014A:006B,Ledykek Band,Ihemer
0E41:0080:0876:0079,Diyomitus Void,Fossipera,0C17:0081:034F:0003,Fadani Shallows,Noyett-Bos
0E41:0080:0B25:0079,The Arm of Yonoha,Hovsky-Hyany,0190:0081:055F:0022,Gwaele Nebula,Pochumb
0E41:0082:04E7:0079,Wavesur Cloud,Dingto X,09F3:0082:0EA1:0073,Royphus Spur,Irtzuphl
0E41:0082:04E8:0079,Einbei Terminus,Afannsihu,0349:0083:02ED:0037,Socsabi Shallows,Kojima-Lanud
0E41:0082:04E9:0079,Nalusi,Tileen,0E77:007C:0A6E:0073,Podere Instability,Ilades-Luch XIX
0E41:0083:04E7:0079,Sucantora Sector,Abugour,02AE:0083:0C6D:0041,Rokovas Band,Pemble X
0E41:0083:04E8:0079,Igsonvil Expanse,Tiluet-Umh,0AC9:007C:01A8:0005,Oyukils Anomaly,Idonqu
0E41:0083:04E9:0079,Arlaufma Nebula,[GNG] Ouyuan,0853:007D:0EE8:0041,Tilandal Mass,Annantou
0E41:0084:04E7:0079,Baffney Shallows,Odsara,0EC2:007E:067E:0012,Wiraoui Anomaly,Bidicest XII
0E41:0084:04E8:0079,Zawarnsa Band,Kofunam-Mochl,029E:007F:0C59:004D,Rilichh Expanse,Geglenar XIX
0E42:0071:0AD3:0079,Nutzins Quadrant,Imskyv,0D9C:0080:0BDC:001E,Ezovian Cloud,Yinnitr XIII
0E42:0071:0AD5:0079,Iudoneia Boundary,Tiblepoi,01A4:007C:0A6F:0077,Catrix Expanse,Gusarga
0E42:007B:06CB:0079,Onjunova Anomaly,Merimar-Napug,0811:007F:01AF:0055,Mioldi Void,Axbyulaw
0E42:007F:0484:0079,Tifinla Boundary,Enbrei-Omor VII,093F:0081:0EFF:0018,Uvisci Mass,Enivisi-Zush
0E42:007F:0736:0079,Yasheckm Expanse,Sonymo XIII,07EC:007C:0E3E:0073,Peyxidus Conflux,Kofuna-Drid
0E43:0071:0AD4:0079,Kipiku Adjunct,Nidbacu,0438:007E:0DA9:0075,Eunossap Conflux,Ekinel-Xey
0E43:007C:068E:0079,Jiuyoun Band,Eaumon-Aber,0311:0081:0C06:006C,Soorib Void,Hukoya-Neg
0E44:0070:0AD5:0079,Begesso,Vailyvy,060D:007B:0173:000E,Sea of Lafsson,Yillord-Nesky
0E44:0071:0AD4:0079,Redjey,Naulurif VIII,0690:007F:0153:0027,Oracynt,Ernlung
0E44:0071:0AD5:0079,Huilmasci Cloud,Sayamakur,0D3A:007D:039F:0054,Canosovi,Niminnd-Dimy
0E44:007E:0534:0079,The Arm of Uzcomodg,Venogra-Daise,0761:007C:0EC7:0026,Haworomm Cluster,Nuzenta IX
0E44:0081:08E9:0079,Ofnoumi Mass,Beirob-Kamo I,0D16:0082:0456:0074,Yazzangyi Shallows,Gisotyri
0E45:007F:0A78:0079,Zulkin Instability,Demosco,0239:0082:0B5A:006D,Meowei Instability,Nakarloth
0E46:007D:052D:0079,Ivkatil Terminus,IIdona-Gusanm,017E:0080:05F4:0061,Jaeliu,Etsuurasu
0E46:007E:0AB7:0079,Giacay cluster,Taeani,0E23:007C:0ADC:0078,Hiltrace instability ,Manikhan
0E47:007C:05C9:0079,Ludmic Conflux,Ochiroish,0E95:007E:07A6:0060,Utesly Void,Bamdoi VIII
0E48:0082:0A3F:0079,Afitte Anomaly,Geyskyv-Onez,01A1:0081:062F:002B,Xihosgayol Shallows,Ukopinbe
0E49:0081:0DC4:0079,Papidom Anomaly,Ermers,0F98:0081:0BBC:0076,Abkham Spur,Oksito-Hieme
0E49:0082:0760:0079,Sismanoruw Nebula,Lefbord XIII,0A6B:007F:0DC7:0011,Imanas Expanse,Naogour-Isum
0E4A:0081:08A1:0079,Wornwa,Namens,06F0:007F:0E2D:001A,Oodsari Nebula,Caimerc-Udn
0E4B:0083:065D:0079,Uyumievil Nebula,MIT 8,02F2:007C:03FD:0030,Edfowl Band,MIT 9
0E4C:007D:0752:0079,Redjenk,Geland-Valu,0E2B:0081:06DF:0062,Ilturo,Ichino-Zak
0E4D:007F:0673:0079,Dihawerd Fringe,Keharaon,0B32:0080:026B:0053,Ezumeis Band,Oscowell
0E4D:007F:0990:0079,Famanium Fringe,Eioolf,086A:0082:0E6D:0013,Segnakob Anomaly,Ukawani VII
0E4D:0081:08AF:0079,Nakuli,Zuhetsivo I,031A:007B:040D:001E,Luyawat Boundary,Hareha-Opos
0E4E:007C:0B8F:0079,Omfieli,Hegezhgor XV,0BFF:0081:0206:001E,Nuzongw Quadrant,Patern-Wold IX
0E4E:007C:0B90:0079,Riginib Instability,Modair-Pos,0F24:007F:08C1:004B,Ziteli Terminus,Fasloek
0E4E:007D:0B8F:0079,Michsa Anomaly,Bithon V,0F0F:0082:094D:0064,Susleza Fringe,Tusysoludio XVIII
0E4F:0081:08B7:0079,Sea of Misdelun,Dulphae-Qeqe 79,01C6:0082:0716:0071,Cegilyan Conflux,Rotlani-Ise
0E4F:0082:0A2B:0079,Himasa Fringe,Rohilusta,01A7:007D:0622:0069,Hittamoje Quadrant,Idosialy
0E4F:008D:0A25:0079,Uolute Fringe,Aecheo VII,01F7:0083:054B:0038,Wixila Mass,Iddars
0E50:007D:0B91:0079,Lusonli Conflux,Otvies-Hato XIV,090E:007E:0F1E:0023,Zacaial Cluster,Iihuit-Nagd
0E50:0080:0AA8:0079,Mesomoz,Aetsii-Yichie,0140:0083:08D8:0025,Ouhote Cluster,Zawaji-Eri
0E50:0080:0C36:0079,Onirtuw Mass,Zuxiali-Kabi,00C3:007B:0A1A:0047,Raburga,Izawachi
0E51:007B:0574:0079,Oggertan Nebula,Reprover,0421:007D:0273:0001,Peachry Quadrant,Pusplan-Sthe
0E51:007C:0A7D:0079,Tojoll Instability,Kuventeck XVII,0837:007F:0142:0007,Jerodie Quadrant,Rukenthan
0E51:007D:0B8F:0079,Kujiid Expanse,Yettenga XII,012D:007B:05B9:006C,Yamifan Quadrant,"Ibxi'ete"
0E51:0080:0640:0079,Macnaua Boundary,Norubble Conflux,080E:007C:017F:0024,Aajalau-Vemati,Norubble Conflux
0E51:0082:0539:0079,Qolech Anomaly,Unjiamu,02DF:007C:0376:0038,Kiutiel,Tuyndalma XVII
0E52:007F:085E:0079,Erharab Expanse,Wolaga,020C:007C:09FE:0039,Utportru,Mesbelts
0E54:0080:06A2:0079,Odgetu,Saarkiv-Bavle,0334:007D:0C45:0016,Tuisel Quadrant,Twaynemu X
0E55:0081:07C7:0079,Zokovle Cluster,Inkorte-Uda VIII,0C05:0080:032A:000B,Rijede Mass,Kirair
0E57:007F:03A6:0079,Fujing Expanse,Ormlere XV,0B16:007E:0102:0003,Ockree Instability,Caloss-Asu
0E57:007F:0832:0079,Tuiser Expanse,Slanteyko,0C88:007D:03A3:0027,Beyleopol,Remalogd
0E58:007A:0542:0079,Vadont Void,Esyego XII,09F4:0083:0E92:001C,Puisty Terminus,Uttoxe-Gaje 
0E59:0081:068E:0079,Pekindq Fringe,[EPM]Stanis the manis,04AD:0080:0D88:0045,Ilagley Conflux,[EPM]CP9
0E59:0081:0AC0:0079,Rihobamb,Mumandg,0133:007F:06FF:0004,Igamat Void,Riyama-Nes V
